01-01-2024 00:00,Kolkata (Dum Dum / Central),22.5726,88.3639,18.19,93,0,7.5,1013.6,30,0
01-01-2024 00:10,Kolkata (Dum Dum / Central),22.5726,88.3639,18.73,94,0,8.5,1013.8,11,0
01-01-2024 00:20,Kolkata (Dum Dum / Central),22.5726,88.3639,18.67,97,0,9.6,1013,34,0
01-01-2024 00:30,Kolkata (Dum Dum / Central),22.5726,88.3639,17.72,93,0,5,1014.5,56,0
01-01-2024 00:40,Kolkata (Dum Dum / Central),22.5726,88.3639,17.93,96,0,6.8,1014.2,16,0
01-01-2024 00:50,Kolkata (Dum Dum / Central),22.5726,88.3639,18.08,92,0,10.3,1013.9,16,0
01-01-2024 01:00,Kolkata (Dum Dum / Central),22.5726,88.3639,17.05,94,0,9.7,1012.4,13,0
01-01-2024 01:10,Kolkata (Dum Dum / Central),22.5726,88.3639,16.57,100,2.24,10.7,1013.3,99,2.24
01-01-2024 01:20,Kolkata (Dum Dum / Central),22.5726,88.3639,16.78,100,0,10.2,1013.7,49,0
01-01-2024 01:30,Kolkata (Dum Dum / Central),22.5726,88.3639,18.41,96,1.4,9.9,1013.2,89,1.4
01-01-2024 01:40,Kolkata (Dum Dum / Central),22.5726,88.3639,16.9,100,0,10.6,1013,20,0
01-01-2024 01:50,Kolkata (Dum Dum / Central),22.5726,88.3639,17.48,100,1.58,10,1013.9,76,1.58
01-01-2024 02:00,Kolkata (Dum Dum / Central),22.5726,88.3639,16.76,98,0,12.4,1013.9,33,0
01-01-2024 02:10,Kolkata (Dum Dum / Central),22.5726,88.3639,17.23,92,0,12.4,1013.4,56,0
01-01-2024 02:20,Kolkata (Dum Dum / Central),22.5726,88.3639,17.75,96,0,9.3,1013.2,18,0
01-01-2024 02:30,Kolkata (Dum Dum / Central),22.5726,88.3639,16.31,100,0.97,8.9,1013.2,65,0.97
01-01-2024 02:40,Kolkata (Dum Dum / Central),22.5726,88.3639,17.44,100,0,10.1,1012.8,22,0
01-01-2024 02:50,Kolkata (Dum Dum / Central),22.5726,88.3639,17.25,100,0,9.7,1012.3,37,0
01-01-2024 03:00,Kolkata (Dum Dum / Central),22.5726,88.3639,17.07,100,0,10.1,1012.4,34,0
01-01-2024 03:10,Kolkata (Dum Dum / Central),22.5726,88.3639,17.04,93,0,9.8,1012.3,50,0
01-01-2024 03:20,Kolkata (Dum Dum / Central),22.5726,88.3639,16.58,100,0,12.4,1012.4,51,0
01-01-2024 03:30,Kolkata (Dum Dum / Central),22.5726,88.3639,17.35,91,0,11.5,1012.5,58,0
01-01-2024 03:40,Kolkata (Dum Dum / Central),22.5726,88.3639,17.65,93,0,11.7,1013.7,46,0
01-01-2024 03:50,Kolkata (Dum Dum / Central),22.5726,88.3639,17.14,98,0,15.5,1011.5,53,0
01-01-2024 04:00,Kolkata (Dum Dum / Central),22.5726,88.3639,17.56,97,0,10.7,1012.7,26,0
01-01-2024 04:10,Kolkata (Dum Dum / Central),22.5726,88.3639,18.64,96,0,11.4,1012.2,57,0
01-01-2024 04:20,Kolkata (Dum Dum / Central),22.5726,88.3639,18.9,92,0,12.3,1011.8,45,0
01-01-2024 04:30,Kolkata (Dum Dum / Central),22.5726,88.3639,18.26,90,0,13.2,1010.8,42,0
01-01-2024 04:40,Kolkata (Dum Dum / Central),22.5726,88.3639,18.18,97,0,14,1011.4,59,0
01-01-2024 04:50,Kolkata (Dum Dum / Central),22.5726,88.3639,18.05,98,0,14.3,1012.1,11,0
01-01-2024 05:00,Kolkata (Dum Dum / Central),22.5726,88.3639,18.75,89,0,14.1,1012.1,25,0
01-01-2024 05:10,Kolkata (Dum Dum / Central),22.5726,88.3639,19.16,93,0,13.2,1010.9,34,0
01-01-2024 05:20,Kolkata (Dum Dum / Central),22.5726,88.3639,19.57,93,0,12.8,1011.3,42,0
01-01-2024 05:30,Kolkata (Dum Dum / Central),22.5726,88.3639,18.82,88,0,14.5,1012.4,12,0
01-01-2024 05:40,Kolkata (Dum Dum / Central),22.5726,88.3639,18.93,89,0,13.5,1011.5,55,0
01-01-2024 05:50,Kolkata (Dum Dum / Central),22.5726,88.3639,19.51,89,0,18.3,1011.5,30,0
01-01-2024 06:00,Kolkata (Dum Dum / Central),22.5726,88.3639,19.8,88,0,16,1011.2,28,0
01-01-2024 06:10,Kolkata (Dum Dum / Central),22.5726,88.3639,19.61,88,2.07,12.8,1011.4,97,2.07
01-01-2024 06:20,Kolkata (Dum Dum / Central),22.5726,88.3639,20.27,89,0,12.8,1010.1,32,0
01-01-2024 06:30,Kolkata (Dum Dum / Central),22.5726,88.3639,19.83,83,0,11.2,1011.1,12,0
01-01-2024 06:40,Kolkata (Dum Dum / Central),22.5726,88.3639,20.53,82,0,13.9,1011.9,26,0
01-01-2024 06:50,Kolkata (Dum Dum / Central),22.5726,88.3639,20.17,82,0,13,1011.4,33,0
01-01-2024 07:00,Kolkata (Dum Dum / Central),22.5726,88.3639,22.91,77,0,13.3,1010.7,55,0
01-01-2024 07:10,Kolkata (Dum Dum / Central),22.5726,88.3639,21.61,77,0,10.4,1011.2,32,0
01-01-2024 07:20,Kolkata (Dum Dum / Central),22.5726,88.3639,22.26,80,0,11.9,1011.1,51,0
01-01-2024 07:30,Kolkata (Dum Dum / Central),22.5726,88.3639,22.22,76,0,12.7,1010.8,53,0
01-01-2024 07:40,Kolkata (Dum Dum / Central),22.5726,88.3639,21.99,82,0,15.6,1011,44,0
01-01-2024 07:50,Kolkata (Dum Dum / Central),22.5726,88.3639,22.2,81,0,10.2,1009.6,26,0
01-01-2024 08:00,Kolkata (Dum Dum / Central),22.5726,88.3639,23.57,78,0,15.9,1009.9,32,0
01-01-2024 08:10,Kolkata (Dum Dum / Central),22.5726,88.3639,23.23,75,0,9.8,1010.7,34,0
01-01-2024 08:20,Kolkata (Dum Dum / Central),22.5726,88.3639,25.06,73,0,10,1010.4,21,0
01-01-2024 08:30,Kolkata (Dum Dum / Central),22.5726,88.3639,23.83,72,0,11.9,1011.2,56,0
01-01-2024 08:40,Kolkata (Dum Dum / Central),22.5726,88.3639,23.99,71,0,16.6,1010,42,0
01-01-2024 08:50,Kolkata (Dum Dum / Central),22.5726,88.3639,23.84,76,0,14.7,1010.3,28,0
01-01-2024 09:00,Kolkata (Dum Dum / Central),22.5726,88.3639,25.32,70,0,11.7,1009.9,11,0
01-01-2024 09:10,Kolkata (Dum Dum / Central),22.5726,88.3639,25.87,69,0,15.8,1009.1,42,0
01-01-2024 09:20,Kolkata (Dum Dum / Central),22.5726,88.3639,25.74,69,3.54,9.8,1009.7,100,3.54
01-01-2024 09:30,Kolkata (Dum Dum / Central),22.5726,88.3639,25.6,68,0,11.1,1009.8,32,0
01-01-2024 09:40,Kolkata (Dum Dum / Central),22.5726,88.3639,25.52,71,0,13.3,1010.2,59,0
01-01-2024 09:50,Kolkata (Dum Dum / Central),22.5726,88.3639,26.22,68,0,14.9,1009.1,19,0
01-01-2024 10:00,Kolkata (Dum Dum / Central),22.5726,88.3639,28.31,60,0,9.2,1010.6,58,0
01-01-2024 10:10,Kolkata (Dum Dum / Central),22.5726,88.3639,28.28,57,0,11.8,1008.9,50,0
01-01-2024 10:20,Kolkata (Dum Dum / Central),22.5726,88.3639,26.27,65,0,11.1,1009.9,28,0
01-01-2024 10:30,Kolkata (Dum Dum / Central),22.5726,88.3639,27.55,63,0,8.5,1009.4,14,0
01-01-2024 10:40,Kolkata (Dum Dum / Central),22.5726,88.3639,28.08,62,0,10.5,1009.6,48,0
01-01-2024 10:50,Kolkata (Dum Dum / Central),22.5726,88.3639,27.54,59,0,14.1,1010.2,32,0
01-01-2024 11:00,Kolkata (Dum Dum / Central),22.5726,88.3639,28.99,56,0,8.4,1010.2,55,0
01-01-2024 11:10,Kolkata (Dum Dum / Central),22.5726,88.3639,29.23,58,0,10.2,1009.3,46,0
01-01-2024 11:20,Kolkata (Dum Dum / Central),22.5726,88.3639,29.09,55,0,7.9,1010,45,0
01-01-2024 11:30,Kolkata (Dum Dum / Central),22.5726,88.3639,29.11,60,0,7.8,1009.1,35,0
01-01-2024 11:40,Kolkata (Dum Dum / Central),22.5726,88.3639,28.66,53,0,11.8,1010.5,29,0
01-01-2024 11:50,Kolkata (Dum Dum / Central),22.5726,88.3639,29.2,56,0,9.4,1009.6,58,0
01-01-2024 12:00,Kolkata (Dum Dum / Central),22.5726,88.3639,30.74,49,1.22,8.1,1010.8,86,1.22
01-01-2024 12:10,Kolkata (Dum Dum / Central),22.5726,88.3639,30.3,52,0,6.6,1009.8,50,0
01-01-2024 12:20,Kolkata (Dum Dum / Central),22.5726,88.3639,30.78,48,4.78,7.8,1010.8,100,4.78
01-01-2024 12:30,Kolkata (Dum Dum / Central),22.5726,88.3639,29.34,57,0,5.3,1010,35,0
01-01-2024 12:40,Kolkata (Dum Dum / Central),22.5726,88.3639,29.66,50,0,8.7,1011.2,36,0
01-01-2024 12:50,Kolkata (Dum Dum / Central),22.5726,88.3639,30.54,49,0,7.8,1010.6,38,0
01-01-2024 13:00,Kolkata (Dum Dum / Central),22.5726,88.3639,31.15,49,0,6.6,1010.4,39,0
01-01-2024 13:10,Kolkata (Dum Dum / Central),22.5726,88.3639,30.91,46,0,7.2,1011.2,31,0
01-01-2024 13:20,Kolkata (Dum Dum / Central),22.5726,88.3639,30.87,48,0,6.7,1010.6,14,0
01-01-2024 13:30,Kolkata (Dum Dum / Central),22.5726,88.3639,30.54,52,0,5,1010.1,55,0
01-01-2024 13:40,Kolkata (Dum Dum / Central),22.5726,88.3639,30.93,48,0,5.1,1010.4,43,0
